# The Notation Reference's PDF, MEASURED at wave LD4 (2026-08-19) and READ before freezing.
# Rendered from the SAME Texinfo pass as the HTML, so the pictures in this file are the
# very SVGs notation.html shows -- which is what decision D51's ruling actually says.
#
# PAGES              1,272 at A4. ⚠ Frozen BESIDE the page size on purpose: a manual that
#                    silently reverted to US Letter would move this number and nothing
#                    else, leaving a page count with two candidate explanations.
# PAGE_*_PT          595 x 842, from HtmlRenderOptions.SetPageSize("A4"). True A4 is
#                    595.276 x 841.890; the helper is a tenth of a millimetre narrow.
#                    ⚠ Also asserted from the FILE's own /MediaBox values -- see
#                    NotationReferenceRenderTests.every_page_of_the_pdf_is_a4, because an
#                    options-side check could never fail.
# SVG_RASTER_SCALE   2.0, the package's shipped default, RECORDED not chosen. Effective
#                    density is 96 CSS dpi x 2 = 192 ppi, and MEASURED placement is the
#                    SVG's own physical size in millimetres (snippet-00001 declares
#                    139.04mm x 99.5707mm and lands 1052 x 752 px at 192 ppi).
# KEEP_UNCOVERED     TRUE as of wave LD5 -- decision D56, RULED. It was false here through
#                    wave LD4, and the change moved NOTHING in this manual: the switch
#                    governs HTML TEXT and every drop below is in SVG text, where the face's
#                    own notdef is already drawn and warned about.
#                    ⚠ AND THE MANUAL IT WAS PARKED FOR DID NOT DECIDE IT EITHER.
#                    music-glossary -- the one manual carrying music symbols in PROSE, which
#                    LD4 named as the place this switch would finally matter -- drops
#                    nothing at all: the NotoMusic package on Html2Pdf's per-glyph fallback
#                    chain covers its flats and sharps, and its PDF earns zero PDF-stage
#                    warnings. So the ruling is about the NEXT uncovered character rather
#                    than about any character in this corpus, and it is VISIBLE: a character
#                    that silently disappears is invisible to the visual QA this phase is
#                    accepted on. The package gives the kept case its own warning code
#                    (font.uncovered.kept), so these rows stay exact either way.
#
# THE DROP ROWS -- one per DISTINCT code point, with an exact occurrence count, which is
# the surface TexinfoPdfWarnings.PdfItems was added to this repository's chain to provide.
# A total would go on passing while one character stopped dropping and another started.
#
# ⚠ ALL 22 ARE HEBREW, ALL IN ONE ENGRAVED SNIPPET, AND THE DROP IS IRREDUCIBLE.
# U+05D0-U+05EA is carried by NONE of the twelve font families reachable through the
# Html2Pdf chain -- Roboto, Roboto Mono, Merriweather, Noto Serif, Noto Sans Mono,
# Iosevka, the Armenian and Georgian Notos, and Noto Music -- checked cmap by cmap at
# wave LD4 rather than inherited from a note. They are the Hebrew half of a
# Hebrew/Bulgarian lyric example (input.itely, engraved as snippet-01161); the Bulgarian
# beside them renders, because Merriweather carries Cyrillic. Decision D47 covers this
# and Phase 5 does not chase it.
#
# ⚠ WHAT IS *NOT* HERE IS THE POINT OF PdfTextFallback. The first LD4 render dropped 26
# code points / 29 occurrences: these 22 plus Greek Psi/alpha/omega and U+2192 RIGHTWARDS
# ARROW twice. The SVG text path's per-glyph fallback chain contains only Noto Music
# unless a consumer says otherwise -- so the flat in snippet-01349 was rescued while the
# arrow beside it was not, and a Greek run styled `serif' dropped in the SVG while the
# identical run renders in HTML. Four AddFallbackFamily calls closed it. If those four
# ever stop being registered, the Greek and the arrow reappear as extra DROP rows here,
# which makes this baseline the control for that registration.
KEEP_UNCOVERED	true
PAGES	1280
PAGE_HEIGHT_PT	842
PAGE_WIDTH_PT	595
PDF_ITEMS	22
PDF_WARNINGS	22
SVG_RASTER_SCALE	2
DROP	font.svg-text.notdef	U+05D0	1
DROP	font.svg-text.notdef	U+05D3	1
DROP	font.svg-text.notdef	U+05D4	1
DROP	font.svg-text.notdef	U+05D5	1
DROP	font.svg-text.notdef	U+05D6	1
DROP	font.svg-text.notdef	U+05D7	1
DROP	font.svg-text.notdef	U+05D9	2
DROP	font.svg-text.notdef	U+05DA	1
DROP	font.svg-text.notdef	U+05DB	1
DROP	font.svg-text.notdef	U+05DC	1
DROP	font.svg-text.notdef	U+05DD	1
DROP	font.svg-text.notdef	U+05DE	1
DROP	font.svg-text.notdef	U+05E0	1
DROP	font.svg-text.notdef	U+05E1	1
DROP	font.svg-text.notdef	U+05E2	1
DROP	font.svg-text.notdef	U+05E3	1
DROP	font.svg-text.notdef	U+05E4	1
DROP	font.svg-text.notdef	U+05E6	1
DROP	font.svg-text.notdef	U+05E7	1
DROP	font.svg-text.notdef	U+05E8	1
DROP	font.svg-text.notdef	U+05E9	1
DROP	font.svg-text.notdef	U+05EA	2
